[      86ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_0ifwd0~._.js:2925
[      93ms] [LOG] [HMR] connected @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_0ifwd0~._.js:2925
[ 1271747ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1272750ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1273752ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1274756ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1275760ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1280765ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1285778ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1290799ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1295832ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1300890ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1305982ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
[ 1311280ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=pQBx85t6fv5PdDUIXNHsz' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13339
